Date,Open,High,Low,Close,Adj Close,Volume,stock,Receita Líquida - (R$),Custos - (R$),Lucro Bruto - (R$),Despesas/Receitas Operacionais - (R$),EBITDA - (R$),EBIT - (R$),Resultado Financeiro - (R$),Impostos - (R$),Lucro Líquido - (R$),Lucro atribuído a Controladora,Lucro atribuído a Não Controladores,Dívida Bruta - (R$),Margem Bruta - (%),Margem Ebitda - (%),Margem Líquida - (%)
2022-08-08,0.7985845211902245,0.8021811977166521,0.7861700918536941,0.7956839527609574,0.6787055717681783,1.359740887851357,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-09,0.795799911764935,0.8140155664783233,0.790694971521885,0.812159160194797,0.6927586523120632,1.3395305972451246,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-10,0.8206288589563194,0.8215569735797589,0.8019491911903732,0.8127393092879799,0.6932535582595739,1.150170037587256,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-11,0.8214410145757812,0.8545074769657618,0.8185404461465141,0.841048796965167,0.7174010471363614,1.9482385019936097,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-12,0.7980043720970416,0.8098387408587128,0.79243533028311,0.8098387408587128,0.7265828758116245,1.3560507104257984,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-15,0.7889546127606599,0.7953358987123771,0.777816440614473,0.79243533028311,0.7109686418527381,1.0181614614473569,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-16,0.8063580233362627,0.8162199382921063,0.8018331436680719,0.8100707473849916,0.7267910266496805,0.8404845595207721,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-17,0.792667336809389,0.7982364671416442,0.7876783555703165,0.7916231746636481,0.7102398704941518,1.1094029072047953,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-18,0.79243533028311,0.7960320068095376,0.7855899427605112,0.7857059902828125,0.7049311610700661,1.0545757819253665,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-19,0.7773523390435914,0.7824573678049651,0.7713191956587782,0.7768882374727099,0.6970198801532712,1.7481234933679628,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-22,0.7750319197075072,0.7763081768978506,0.7637777000390189,0.7655180588002439,0.6868185859445649,0.7363484380533838,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-23,0.7747998246629045,0.815639877717247,0.7732915609462822,0.8145956270531826,0.7308507425271061,1.4175574757510787,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-24,0.8096066458141101,0.8150597286240641,0.7867501524285533,0.788374463667477,0.7073251833922629,1.0957732425958435,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-25,0.7993966768096863,0.8055458677168008,0.791855181189927,0.8036894614332746,0.7210658385128356,0.9504091945968796,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-26,0.8080983820974877,0.8260818532479497,0.7916231746636481,0.7916231746636481,0.7102398704941518,1.085730933131243,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-29,0.7831534759021257,0.7877944030926178,0.7756119802823663,0.7763081768978506,0.6964993924102265,0.8426895262177776,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-30,0.7650539572293623,0.7724794053268202,0.7471864450828779,0.753799737560874,0.6763049105717079,1.3126711324541394,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-08-31,0.7590207253262254,0.7620373412777939,0.7483466547509201,0.7483466547509201,0.6714125028237345,1.265966967390104,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-01,0.742313467106945,0.742313467106945,0.7181807607902067,0.7412692607020424,0.6650626408769121,1.5584125763074614,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-02,0.7482306072286188,0.752059378799649,0.7300150410335541,0.7300150410335541,0.6549654442168147,1.9007003339820023,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-05,0.7477665056577372,0.7713191956587782,0.7452140797953739,0.7567003059901412,0.67890730502777,0.9261507526971808,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-06,0.750319020038424,0.7605290775611715,0.7377885874387542,0.7387167463213555,0.6627725833258388,0.9339690543015892,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-08,0.7445178831798898,0.7506670740870043,0.7374405333901739,0.7484627022732213,0.6715166446315053,0.9194863455818788,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-09,0.77213135127824,0.8079823345751864,0.7685345862334887,0.8069381724294455,0.7239804370964007,1.8764457003149408,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-12,0.8132033223405378,0.8191205067213734,0.8035735024292969,0.8140155664783233,0.7303302547840613,0.9443502964709108,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-13,0.8042696105264574,0.8237614339118655,0.7899987749064007,0.791855181189927,0.7104481098505315,1.1218215538350806,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-14,0.7860540443313928,0.8003248799514495,0.7712031481364768,0.7773523390435914,0.6974362260885453,1.1812490241403868,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-15,0.7866341934245756,0.7962640133358165,0.7794407518533967,0.7930153908579691,0.7114889968182974,1.407477083960105,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-16,0.7806009615214388,0.7988165277165035,0.7725953643307979,0.791855181189927,0.7104481098505315,2.4821298683493977,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-19,0.7823413202826638,0.8186564051504918,0.7811811106146217,0.8174961954824497,0.7334530042056826,1.3000087589350655,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-20,0.8098387408587128,0.813319369862839,0.7935955399511521,0.8057778742430798,0.722939505869473,1.3439138730106746,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-21,0.8057778742430798,0.8120431126724956,0.7937115874734534,0.7941756005260113,0.7125299723043869,1.6939780417306132,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-22,0.8141315254823009,0.8202807163894155,0.8038055089555758,0.8123911667210759,0.7288728448443742,1.3149636885018032,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-23,0.7971922164775798,0.8011370355709113,0.7869822474731559,0.7955679052386561,0.7137791871468562,1.681742190266919,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-26,0.7854738952382099,0.8054298201944995,0.7847777871410494,0.7973082639998811,0.7153405618576668,0.7046449013477335,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-09-27,0.7847777871410494,0.7916231746636481,0.779556799375698,0.7854738952382099,0.7047228774545246,1.205176149800639,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
